#Frame   WS_00002[lower] WS_00002[upper]
       1              10              15
       2              11              12
       3              10              13
       4              11              13
       5              11              11
       6              10              12
       7              11              12
       8              11              12
       9              11              14
      10              11              11
      11              11              13
      12              11              13
      13              10              13
      14              11              12
      15              10              12
      16              11              12
      17              11              12
      18              11              12
      19              11              15
      20              11              12
      21              11              11
      22              10              12
      23              11              13
      24              11              12
      25              11              13
      26              11              13
      27              11              13
      28              11              13
      29              11              12
      30              11              13
      31              11              11
      32              11              12
      33              11              12
      34              11              11
      35              11              12
      36              11              12
      37              11              11
      38              11              11
      39              11              12
      40              11              13
      41              11              13
      42              11              12
      43              11              12
      44              11              13
      45              11              11
      46              10              11
      47              11              12
      48              11              11
      49              11              11
      50              11              13
      51              11              12
      52              11              12
      53              11              11
      54              11              11
      55              10              12
      56              11              12
      57              11              12
      58              11              12
      59              11              12
      60              11              13
      61              11              11
      62              11              14
      63              11              13
      64              11              13
      65              11              12
      66              11              12
      67              11              13
      68              11              12
      69              11              12
      70              11              13
      71              11              12
      72              11              13
      73              11              12
      74              11              12
      75              11              14
      76              11              12
      77              11              12
      78              11              13
      79              11              12
      80              11              12
      81              11              12
      82              11              13
      83              11              14
      84              11              12
      85              11              11
      86              11              12
      87              11              11
      88              11              11
      89              11              13
      90              11              11
      91              11              12
      92              11              13
      93              11              12
      94              11              11
      95               9              13
      96               9              14
      97               8              13
      98               9              13
      99               9              15
     100              10              13
     101              11              12
     102               9              13
     103              10              13
     104               9              13
     105              11              11
     106               9              12
     107               9              12
     108              10              12
     109               9              12
     110              11              12
     111              10              12
     112              10              12
     113               9              12
     114              11              13
     115               9              13
     116               9              13
     117              10              13
     118              11              13
     119              10              12
     120               7              12
     121               9              13
     122              10              14
     123              10              13
     124              10              13
     125               8              12
     126              10              14
     127              11              14
     128              11              15
     129              11              15
     130              11              14
     131              12              14
     132               8              14
     133               8              13
     134               8              14
     135              11              15
     136              11              13
     137              11              13
     138              11              13
     139              11              12
     140               9              14
     141              11              13
     142              10              14
     143              11              13
     144              10              12
     145              11              15
     146              11              14
     147              10              15
     148              11              13
     149              10              14
     150               8              14
     151              11              14
     152               9              13
     153               9              12
     154              11              13
     155              10              13
     156              11              12
     157              11              14
     158              11              13
     159              11              14
     160              11              12
     161              10              14
     162              11              12
     163              11              13
     164              11              12
     165              10              14
     166              11              13
     167              10              13
     168              11              13
     169              11              13
     170              11              14
     171               9              14
     172              11              13
     173              10              12
     174               7              14
     175              11              14
     176              11              14
     177              10              12
     178              10              15
     179              12              13
     180              11              12
     181               8              13
     182              11              13
     183               9              14
     184              11              13
     185              12              13
     186              11              13
     187              11              13
     188              11              14
     189              10              13
     190              10              12
     191              11              12
     192              11              13
     193              11              13
     194               9              14
     195              11              12
     196              11              14
     197              11              13
     198               9              14
     199               9              14
     200               9              12
     201              11              13
     202              11              12
     203              11              14
     204              10              13
     205              11              15
     206              11              14
     207               9              12
     208              11              12
     209               9              13
     210              11              13
     211              11              13
     212              11              13
     213              11              12
     214               9              12
     215              10              13
     216              11              12
     217              11              12
     218              11              13
     219              10              12
     220               9              13
     221              10              14
     222              10              12
     223              10              13
     224              11              13
     225              10              12
     226              10              14
     227              10              13
     228               9              15
     229              10              14
     230              10              13
     231               9              14
     232              10              12
     233              11              12
     234              11              13
     235              11              11
     236              10              13
     237              11              11
     238              11              12
     239              11              13
     240              10              15
     241              11              13
     242              11              12
     243              11              13
     244              11              13
     245              11              14
     246              10              13
     247              10              13
     248              11              13
     249              11              14
     250              11              12
     251              11              12
     252              11              13
     253              11              12
     254              11              12
     255              11              12
     256              10              11
     257              10              12
     258              11              13
     259              10              12
     260              11              14
     261              11              13
     262              11              12
     263              11              12
     264              11              15
     265              11              13
     266              11              12
     267              11              13
     268              11              14
     269              11              12
     270              11              12
     271              11              12
     272              11              13
     273              11              12
     274              10              12
     275              10              12
     276              11              11
     277              10              12
     278              11              12
     279              11              13
     280              11              13
