#Frame   secstr500.dat[Extended] secstr500.dat[Bridge] secstr500.dat[3-10] secstr500.dat[Alpha] secstr500.dat[Pi] secstr500.dat[Turn] secstr500.dat[Bend]
       1                   0.152                 0.010               0.071                0.208             0.000               0.152               0.122
       2                   0.183                 0.010               0.086                0.208             0.000               0.147               0.117
       3                   0.152                 0.025               0.081                0.188             0.000               0.162               0.142
       4                   0.162                 0.020               0.086                0.203             0.000               0.137               0.147
       5                   0.152                 0.010               0.066                0.218             0.000               0.147               0.132
       6                   0.152                 0.010               0.056                0.208             0.000               0.162               0.137
       7                   0.162                 0.010               0.066                0.213             0.000               0.137               0.162
       8                   0.162                 0.000               0.066                0.213             0.000               0.168               0.112
       9                   0.162                 0.000               0.076                0.208             0.000               0.147               0.152
      10                   0.162                 0.000               0.036                0.228             0.000               0.183               0.132
      11                   0.183                 0.010               0.066                0.218             0.000               0.147               0.142
      12                   0.162                 0.000               0.051                0.203             0.000               0.178               0.127
      13                   0.152                 0.020               0.071                0.208             0.000               0.107               0.162
      14                   0.173                 0.020               0.081                0.208             0.000               0.127               0.127
      15                   0.152                 0.010               0.091                0.183             0.000               0.157               0.112
      16                   0.183                 0.010               0.061                0.193             0.000               0.152               0.137
      17                   0.162                 0.020               0.081                0.208             0.000               0.132               0.127
      18                   0.152                 0.010               0.036                0.218             0.000               0.157               0.142
      19                   0.152                 0.010               0.051                0.213             0.000               0.157               0.127
      20                   0.162                 0.010               0.036                0.208             0.000               0.168               0.137
      21                   0.162                 0.020               0.051                0.203             0.000               0.183               0.112
      22                   0.152                 0.020               0.081                0.193             0.000               0.122               0.173
      23                   0.152                 0.020               0.071                0.213             0.000               0.127               0.137
      24                   0.162                 0.020               0.036                0.203             0.000               0.188               0.127
      25                   0.137                 0.020               0.051                0.208             0.000               0.168               0.132
      26                   0.173                 0.020               0.036                0.188             0.000               0.178               0.142
      27                   0.173                 0.010               0.051                0.188             0.000               0.178               0.142
      28                   0.173                 0.020               0.091                0.203             0.000               0.122               0.147
      29                   0.152                 0.020               0.081                0.203             0.000               0.142               0.127
      30                   0.152                 0.020               0.076                0.198             0.000               0.147               0.137
      31                   0.152                 0.010               0.066                0.198             0.000               0.173               0.122
      32                   0.173                 0.010               0.051                0.183             0.000               0.183               0.152
      33                   0.162                 0.005               0.071                0.188             0.000               0.168               0.132
      34                   0.162                 0.010               0.066                0.178             0.000               0.168               0.142
      35                   0.152                 0.000               0.051                0.218             0.000               0.173               0.127
      36                   0.152                 0.000               0.081                0.198             0.000               0.162               0.147
      37                   0.152                 0.000               0.036                0.213             0.000               0.178               0.157
      38                   0.152                 0.000               0.071                0.193             0.000               0.132               0.178
      39                   0.152                 0.010               0.071                0.203             0.000               0.147               0.147
      40                   0.173                 0.010               0.051                0.193             0.000               0.162               0.162
      41                   0.152                 0.000               0.081                0.193             0.000               0.142               0.168
      42                   0.152                 0.010               0.036                0.178             0.000               0.218               0.152
      43                   0.152                 0.010               0.107                0.183             0.000               0.137               0.142
      44                   0.162                 0.010               0.076                0.193             0.000               0.142               0.162
      45                   0.173                 0.010               0.066                0.193             0.000               0.173               0.152
